dataset,hog_id,fasta_file,num_taxa,num_pairs,mean_seq_len,min_seq_len,max_seq_len,mean_sss,median_sss,min_sss,max_sss,std_sss,mean_identity,median_identity,min_identity,max_identity,std_identity
amn,E0805169,E0805169.fa,11,55,457.1818181818182,434,476,0.8478938880514623,0.837152209492635,0.66505568396722,0.9957720958324945,0.06902499876445878,0.8592140007737572,0.8640350877192983,0.7166666666666667,0.9956521739130435,0.059799446626422295
amn,E0805956,E0805956.fa,10,45,522.2,515,552,0.9665870923414543,0.9616801768607222,0.9198138535886881,1.0,0.019303349118410952,0.9728132989975817,0.9786407766990292,0.944015444015444,1.0,0.017253620412648538
amn,E0805071,E0805071.fa,10,45,687.1,654,715,0.7188367161364356,0.7234592730929464,0.5105923043666234,0.9888475836431226,0.13357372552461272,0.7655773174916675,0.7665198237885462,0.6003110419906688,0.9913169319826338,0.11087269342498028
amn,E0809946,E0809946.fa,11,55,303.27272727272725,282,358,0.8328880042511687,0.8185160427807486,0.5679779158040028,0.9956125548430644,0.10493789813023487,0.8640124944102064,0.8929765886287625,0.6583629893238434,0.9933110367892977,0.08035019165347923
amn,E0808060,E0808060.fa,22,231,252.77272727272728,174,275,0.5660841863198595,0.4461883408071749,0.2804255319148936,1.0,0.21069306828563547,0.6309714861301321,0.5240174672489083,0.4482758620689655,1.0,0.16753020819843556
amn,E0810770,E0810770.fa,10,45,522.2,518,526,0.7533870868139707,0.7245269286754003,0.5665516615216997,0.9920203119332608,0.11170027883706508,0.7670572617439634,0.7332053742802304,0.6057692307692307,0.9885057471264368,0.10165919427131326
amn,E0830763,E0830763.fa,10,45,133.7,122,154,0.8444513614064434,0.8513409961685824,0.7018505825908157,0.9925373134328358,0.05877112394560938,0.8872649027850732,0.8828125,0.7950819672131147,1.0,0.04818808953316651
amn,E0811408,E0811408.fa,25,300,235.8,195,249,0.6110478759293663,0.4790134986260779,0.19643672910004567,1.0,0.24002110730986514,0.6799096168312292,0.5319672990252594,0.37566137566137564,1.0,0.2126441744651429
amn,E0808147,E0808147.fa,10,45,837.4,820,863,0.7864249147412543,0.8622192423734496,0.4926620004515692,1.0,0.16634113364651493,0.806293333704042,0.8595438175270108,0.5685534591194968,1.0,0.13642774929046672
amn,E1033126,E1033126.fa,10,45,437.3,422,567,0.7733195995976672,0.7223188405797102,0.5126164596273292,1.0,0.13564247928257345,0.7965593878094162,0.8463356973995272,0.6113744075829384,1.0,0.13160020282321608
amn,E0792988,E0792988.fa,38,703,722.3684210526316,564,893,0.47028265902282407,0.5107186358099878,0.1469453376205788,1.0,0.27307553949054764,0.5894899084557004,0.590782122905028,0.33532934131736525,1.0,0.18932628992218903
amn,E1027385,E1027385.fa,10,45,861.3,858,891,0.9842124259478235,0.9816390506045678,0.9501537110232763,1.0,0.012973881699228694,0.9874125874125872,0.9918414918414918,0.9685314685314685,1.0,0.009549842152563524
amn,E1027398,E1027398.fa,19,171,717.0,690,738,0.813589643029365,0.746138870863076,0.6455238859895625,1.0,0.11932806634846434,0.8219007335304855,0.7411095305832148,0.6953455571227081,1.0,0.11438672518606202
amn,E0802214,E0802214.fa,39,741,543.5641025641025,410,674,0.46814856647426173,0.44013605442176873,0.11268839817735717,0.9917881682587565,0.23513953746053928,0.5767092431394075,0.5472061657032755,0.3391959798994975,1.0,0.1854804771532196
amn,E0803542,E0803542.fa,37,666,594.6756756756756,406,886,0.3869233490582874,0.3458870354190723,0.02637749120750293,0.9971914753015034,0.2565297840989512,0.49061466789467434,0.4219563629509201,0.24584103512014788,1.0,0.2209621699393274
euk,E0738995,HOG_E0738995.fa,16,120,204.0,184,235,0.7552666582776374,0.7404999381195081,0.4807783578547698,0.9887750122010737,0.13397094846362234,0.7898100807701849,0.7487684729064039,0.592391304347826,0.9901960784313726,0.12421982343614665
euk,E0737958,HOG_E0737958.fa,12,66,300.5833333333333,216,411,0.48521142464228295,0.4601053327593584,0.23977755969905135,0.9863255403617115,0.191393307502415,0.6409261002494137,0.6183862433862434,0.4429223744292237,0.9866071428571429,0.1470949202296457
euk,E0738913,HOG_E0738913.fa,14,91,260.7142857142857,247,272,0.6723253435171619,0.6278825995807128,0.33851276359600446,0.9947164494540331,0.17506218368459164,0.7435049332002099,0.70703125,0.48497854077253216,0.9962264150943396,0.13613909377346312
euk,E0736661,HOG_E0736661.fa,11,55,377.6363636363636,357,476,0.6363003608748233,0.777120822622108,0.27334542157751585,1.0,0.27165924343763675,0.7163963428824616,0.8319327731092437,0.45014245014245013,1.0,0.23086028318678165
euk,E0737227,HOG_E0737227.fa,11,55,622.0909090909091,446,691,0.48361403338550457,0.5826513911620295,0.1399628252788104,0.9520491803278689,0.2541958382730045,0.6104343995893216,0.631578947368421,0.3556701030927835,0.9850249584026622,0.18126052576095636
euk,E0739069,HOG_E0739069.fa,15,105,382.73333333333335,354,416,0.3583561492025962,0.3004380314351971,0.13129584352078238,0.9757412398921833,0.21245564018906576,0.49104616052924766,0.42441860465116277,0.3237822349570201,0.9916666666666667,0.1707648192824714
euk,E0739485,HOG_E0739485.fa,15,105,121.8,98,184,0.5729113928370715,0.5383858267716536,0.2614742698191933,1.0,0.1663366951232321,0.7443683596743196,0.7272727272727273,0.5517241379310345,1.0,0.1110556159833207
euk,E0739309,HOG_E0739309.fa,22,231,310.0,275,335,0.5372867792289279,0.5066999065129324,0.26871280927027874,1.0,0.17248970644865394,0.5971508382591888,0.571917808219178,0.34507042253521125,1.0,0.14755546114876425
euk,E0739504,HOG_E0739504.fa,15,105,310.1333333333333,275,344,0.5101068134662524,0.48809901618533796,0.2230437461491066,0.974320241691843,0.14218961215588133,0.6072748534748322,0.5567375886524822,0.44528301886792454,0.99375,0.11278808937044563
euk,E0739554,HOG_E0739554.fa,13,78,376.3076923076923,329,399,0.6482471212175824,0.6008701067604156,0.45801719777440564,0.9857142857142858,0.15602755627797218,0.6738397711004692,0.6405534192339024,0.49279538904899134,0.9871134020618557,0.14191704838565672
euk,E0739875,HOG_E0739875.fa,10,45,442.9,357,509,0.5714932681783143,0.6322683072038103,0.186086529006883,0.9544404786899013,0.23613781894103694,0.6562281422454845,0.6977777777777778,0.36312849162011174,0.9896907216494846,0.18855319201609913
euk,E0745717,HOG_E0745717.fa,13,78,357.7692307692308,353,365,0.6236008143885875,0.5613145073553758,0.4208546089760817,0.9933279957299173,0.1656564644401199,0.6603852144668887,0.614701836648182,0.4913294797687861,0.994413407821229,0.1499747613342726
euk,E0736928,HOG_E0736928.fa,11,55,971.9090909090909,846,1070,0.5669581159598376,0.6404243439419319,0.22346368715083798,0.9985424157030415,0.2645009819540518,0.6523596527542406,0.7083775185577943,0.3864734299516908,0.9979736575481256,0.20006826765265803
euk,E0741827,HOG_E0741827.fa,11,55,592.3636363636364,570,638,0.7402303272163461,0.855084067253803,0.42452830188679247,0.9982203526937389,0.20448098543842105,0.791241177834146,0.9015280135823429,0.4937833037300178,0.9982758620689656,0.19863977746339326
euk,E0745773,HOG_E0745773.fa,17,136,237.35294117647058,217,247,0.5644708226089852,0.4685618322517588,0.21,0.990053557765876,0.22262461633813913,0.6481530344162428,0.5729949874686717,0.39069767441860465,0.9916666666666667,0.17060277614578614
euk,E0745736,HOG_E0745736.fa,14,91,367.92857142857144,359,390,0.7190472125734784,0.690420255807883,0.4296315250767656,1.0,0.17175147104608585,0.7390012086883095,0.7205479452054795,0.4903581267217631,1.0,0.15073168215966826
euk,E0739422,HOG_E0739422.fa,16,120,764.5625,715,779,0.74439095266543,0.7617851174665299,0.5519597267170083,0.9989235737351991,0.13945544832501586,0.751058082470201,0.7490297542043984,0.5676392572944297,0.9987096774193548,0.13590552929415683
euk,E0745969,HOG_E0745969.fa,18,153,263.8888888888889,178,304,0.5882948299632074,0.55461592670895,0.24833529181355268,0.9921090387374462,0.1979492688944265,0.6533896664508093,0.6067415730337079,0.4653846153846154,0.9924242424242424,0.14534464933753108
euk,E0739275,HOG_E0739275.fa,16,120,873.1875,785,937,0.7109502514380102,0.6254727461363552,0.562948123154787,0.9935701486244334,0.1436075591487906,0.803986213370197,0.7552262368548367,0.6966551326412919,0.9976717112922002,0.10364191091517043
euk,E0746267,HOG_E0746267.fa,18,153,417.77777777777777,300,466,0.6174937700464401,0.6328550222662048,0.32701920547224417,1.0,0.20618146608051222,0.7250459971530389,0.7075471698113207,0.5335689045936396,1.0,0.13303964126090354
